,subset,A_ref,A_metric,A_align,A_CR_pearson,A_label,B_ref,B_metric,B_align,B_CR_pearson,B_label,A_B_pearson,A_B_sign_pv,A_B_sign_level
398,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.9949700331954398,0.2669048946927939,0.2669048946927939
399,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.9949700331954398,0.2669048946927939,0.2669048946927939
400,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.9017252015977494,0.032527816191682435,0.05
401,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.9017252015977494,0.032527816191682435,0.05
402,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.8976567410044233,0.016767966220883723,0.05
403,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.8976567410044233,0.016767966220883723,0.05
404,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.8189815169099862,0.006992953722212203,0.0
405,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.8189815169099862,0.006992953722212203,0.0
406,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.9152819870691722,0.00011190481698664101,0.0
407,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.9152819870691722,0.00011190481698664101,0.0
408,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.9202889027546053,5.1003164633911524e-05,0.0
409,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.9202889027546053,5.1003164633911524e-05,0.0
410,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.8321331207004724,3.61782099567165e-06,0.0
411,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.8321331207004724,3.61782099567165e-06,0.0
412,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.827170223180915,8.552262713568126e-07,0.0
413,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.827170223180915,8.552262713568126e-07,0.0
414,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.8753488467410331,1.1600471694350745e-09,0.0
415,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.8753488467410331,1.1600471694350745e-09,0.0
416,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.9036326622791755,0.9293049924094188,0.9293049924094188
417,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.9036326622791755,0.9293049924094188,0.9293049924094188
418,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.9005222001884506,0.05048069913792319,0.1
419,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.9005222001884506,0.05048069913792319,0.1
420,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.9004457623639053,0.0242608334535368,0.05
421,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.9004457623639053,0.0242608334535368,0.05
422,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.8353264082233864,0.007430072123795872,0.0
423,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.8353264082233864,0.007430072123795872,0.0
424,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.9037472953149666,0.0005339828176755823,0.0
425,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.9037472953149666,0.0005339828176755823,0.0
426,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.9040479150047933,0.00040657377962349806,0.0
427,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.9040479150047933,0.00040657377962349806,0.0
428,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.8442441829034223,3.3336347375900743e-06,0.0
429,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.8442441829034223,3.3336347375900743e-06,0.0
430,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.8350491931961077,1.0169874899990106e-06,0.0
431,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.8350491931961077,1.0169874899990106e-06,0.0
432,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.855560181325514,2.9673453472156552e-08,0.0
433,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.855560181325514,2.9673453472156552e-08,0.0
434,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.9042243997825736,0.05720463528573716,0.1
435,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.9042243997825736,0.05720463528573716,0.1
436,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.9007717610376901,0.030112595164674794,0.05
437,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.9007717610376901,0.030112595164674794,0.05
438,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.824241081644308,0.011290647589610847,0.05
439,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.824241081644308,0.011290647589610847,0.05
440,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.9204139669972012,0.00022298078289129108,0.0
441,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.9204139669972012,0.00022298078289129108,0.0
442,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.9218230485231605,0.00014613387529993638,0.0
443,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.9218230485231605,0.00014613387529993638,0.0
444,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.8379885914063889,6.868801275983216e-06,0.0
445,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.8379885914063889,6.868801275983216e-06,0.0
446,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.8334639471621597,1.6044655126723484e-06,0.0
447,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.8334639471621597,1.6044655126723484e-06,0.0
448,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.8783698452980083,3.309787333094505e-09,0.0
449,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.8783698452980083,3.309787333094505e-09,0.0
450,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.9965334741440076,0.12346961139499757,0.15
451,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.9965334741440076,0.12346961139499757,0.15
452,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.8706659474575636,0.21197498389026448,0.21197498389026448
453,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.8706659474575636,0.21197498389026448,0.21197498389026448
454,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.9235396957603271,0.1016697033524383,0.15
455,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.9235396957603271,0.1016697033524383,0.15
456,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.9251673263425257,0.08381712813670972,0.1
457,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.9251673263425257,0.08381712813670972,0.1
458,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.885781380114554,0.0004700389305596353,0.0
459,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.885781380114554,0.0004700389305596353,0.0
460,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.8815475335871958,0.00011853141022455382,0.0
461,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.8815475335871958,0.00011853141022455382,0.0
462,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.891655889310057,1.0241628880969245e-05,0.0
463,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.891655889310057,1.0241628880969245e-05,0.0
464,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.8752498502332244,0.31685910643351,0.31685910643351
465,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.8752498502332244,0.31685910643351,0.31685910643351
466,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.9219347244629728,0.19789164079699706,0.19789164079699706
467,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.9219347244629728,0.19789164079699706,0.19789164079699706
468,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.9225722365340828,0.17172208782133902,0.17172208782133902
469,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.9225722365340828,0.17172208782133902,0.17172208782133902
470,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.89085571891324,0.0010228737743522842,0.0
471,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.89085571891324,0.0010228737743522842,0.0
472,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.8869772446089216,0.0002623537355448402,0.0
473,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.8869772446089216,0.0002623537355448402,0.0
474,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.8956882361876677,2.7213574282480835e-05,0.0
475,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.8956882361876677,2.7213574282480835e-05,0.0
476,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.8513743675326562,0.9740291981820235,0.9740291981820235
477,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.8513743675326562,0.9740291981820235,0.9740291981820235
478,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.8553343096006272,0.9294569309850418,0.9294569309850418
479,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.8553343096006272,0.9294569309850418,0.9294569309850418
480,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.9885793345921893,2.6796120877747853e-11,0.0
481,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.9885793345921893,2.6796120877747853e-11,0.0
482,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.9572603961529457,3.893469650306791e-05,0.0
483,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.9572603961529457,3.893469650306791e-05,0.0
484,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.8757007399154113,0.004204847507367937,0.0
485,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.8757007399154113,0.004204847507367937,0.0
486,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.9960354498883045,0.7502180649824011,0.7502180649824011
487,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.9960354498883045,0.7502180649824011,0.7502180649824011
488,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.875789272527691,0.0400173973076412,0.05
489,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.875789272527691,0.0400173973076412,0.05
490,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.8805052584515584,0.012582965993946038,0.05
491,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.8805052584515584,0.012582965993946038,0.05
492,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.9427266561903119,4.9342707129085284e-05,0.0
493,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.9427266561903119,4.9342707129085284e-05,0.0
494,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.8786302329271943,0.043932419288072566,0.05
495,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.8786302329271943,0.043932419288072566,0.05
496,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.8822351904948089,0.01426104326688149,0.05
497,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.8822351904948089,0.01426104326688149,0.05
498,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.9417895683976034,8.10360322760495e-05,0.0
499,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.9417895683976034,8.10360322760495e-05,0.0
500,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.9899148190644813,0.18452029450274177,0.18452029450274177
501,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.9899148190644813,0.18452029450274177,0.18452029450274177
502,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.9115651456332281,0.36855332213885106,0.36855332213885106
503,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.9115651456332281,0.36855332213885106,0.36855332213885106
504,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.9262991231416738,0.6354940209969135,0.6354940209969135
505,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.9262991231416738,0.6354940209969135,0.6354940209969135
506,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,0.9316163755442808,0.0293559254782354,0.05
507,nonn,intp,bleu,one_seq,0.5319525956043234,bleu intp one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.9316163755442808,0.0293559254782354,0.05
508,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,0.6051797611056282,0.1403833532954064,0.15
509,nonn,intp,bertscore.f1,mwer,0.5478628885548846,bertscore.f1 intp mwer,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6051797611056282,0.1403833532954064,0.15
510,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,0.5946962179254914,0.11634294621852748,0.15
511,nonn,intp,chrf,one_seq,0.5512126082248126,chrf intp one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.5946962179254914,0.11634294621852748,0.15
512,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,intp,chrf,mwer,0.6119179024374944,chrf intp mwer,0.7547166873215353,2.654012217107038e-06,0.0
513,nonn,intp,chrf,mwer,0.6119179024374944,chrf intp mwer,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.7547166873215353,2.654012217107038e-06,0.0
514,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,0.7216995781310194,1.8782177679810275e-07,0.0
515,nonn,intp,bertscore.f1,one_seq,0.6296856563143133,bertscore.f1 intp one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.7216995781310194,1.8782177679810275e-07,0.0
516,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,0.58969130466016,1.5606010841384688e-06,0.0
517,nonn,ref+intp,chrf,one_seq,0.6416174708131726,chrf ref+intp one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.58969130466016,1.5606010841384688e-06,0.0
518,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,0.5783415592326859,1.6373591880114446e-06,0.0
519,nonn,ref,chrf,one_seq,0.6429163967413428,chrf ref one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.5783415592326859,1.6373591880114446e-06,0.0
520,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,0.6927298741932368,5.10702591327572e-14,0.0
521,nonn,intp,comet-da,mwer,0.6861246774951789,comet-da intp mwer,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6927298741932368,5.10702591327572e-14,0.0
522,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,0.7402892180519555,0.0,0.0
523,nonn,ref+mw-intp,bleu,sent+mw,0.6923478853766596,bleu ref+mw-intp sent+mw,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.7402892180519555,0.0,0.0
524,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref,bleu,sent,0.6966185024095439,bleu ref sent,0.6558952320788888,2.5757174171303632e-14,0.0
525,nonn,ref,bleu,sent,0.6966185024095439,bleu ref sent,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6558952320788888,2.5757174171303632e-14,0.0
526,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref,chrf,sent,0.6983365286039349,chrf ref sent,0.6466068446542111,2.886579864025407e-14,0.0
527,nonn,ref,chrf,sent,0.6983365286039349,chrf ref sent,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6466068446542111,2.886579864025407e-14,0.0
528,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,0.5721986427270748,1.1382006448457105e-12,0.0
529,nonn,intp,comet-da,one_seq,0.7018150770177742,comet-da intp one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.5721986427270748,1.1382006448457105e-12,0.0
530,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,0.7368296254399727,0.0,0.0
531,nonn,ref+intp,bleu,one_seq,0.7018276772275545,bleu ref+intp one_seq,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.7368296254399727,0.0,0.0
532,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,0.6780793400352817,2.220446049250313e-16,0.0
533,nonn,ref+mw-intp,chrf,sent+mw,0.7039298312416019,chrf ref+mw-intp sent+mw,intp,bleu,mwer,0.503847426351428,bleu intp mwer,0.6780793400352817,2.220446049250313e-16,0.0
534,nonn,intp,bleu,mwer,0.503847426351428,bleu intp mwer,ref,bleu,one_seq,0.708444544081529,bleu ref one_seq,0.6519779009581328,4.440892098500626e-16,0.0
