,subset,A_ref,A_metric,A_align,A_CR_pearson,A_label,B_ref,B_metric,B_align,B_CR_pearson,B_label,A_B_pearson,A_B_sign_pv,A_B_sign_level
1215,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.47317239064113803,0.6709725432967022,0.6709725432967022
1216,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.9196434238021439,0.07363918771115707,0.1
1217,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.9196434238021439,0.07363918771115707,0.1
1218,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.46103061775812687,0.23188995082299657,0.23188995082299657
1219,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.46103061775812687,0.23188995082299657,0.23188995082299657
1220,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,0.4895280102686661,0.13329336565622452,0.15
1221,nat,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.4895280102686661,0.13329336565622452,0.15
1222,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,0.8619061235064727,3.335058030029536e-05,0.0
1223,nat,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.8619061235064727,3.335058030029536e-05,0.0
1224,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,0.860271501932384,2.9205575754698287e-05,0.0
1225,nat,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.860271501932384,2.9205575754698287e-05,0.0
1226,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref,chrf,sent,0.6304046090953909,chrf ref sent,0.7288842048401335,0.001900282365020045,0.0
1227,nat,ref,chrf,sent,0.6304046090953909,chrf ref sent,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.7288842048401335,0.001900282365020045,0.0
1228,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,0.7481602406298686,0.0010807331810160914,0.0
1229,nat,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.7481602406298686,0.0010807331810160914,0.0
1230,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,0.7570573444652721,0.00011255677901256256,0.0
1231,nat,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.7570573444652721,0.00011255677901256256,0.0
1232,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,0.6269915152948436,7.526773141375287e-05,0.0
1233,nat,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.6269915152948436,7.526773141375287e-05,0.0
1234,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,0.4709144640504635,0.0005103671725064096,0.0
1235,nat,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.4709144640504635,0.0005103671725064096,0.0
1236,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,0.4758248862363923,0.0004623793606752802,0.0
1237,nat,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.4758248862363923,0.0004623793606752802,0.0
1238,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,0.6574105471267622,7.94697612427342e-06,0.0
1239,nat,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.6574105471267622,7.94697612427342e-06,0.0
1240,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref+intp,comet-da,one_seq,0.7415339638694235,comet-da ref+intp one_seq,0.6398939903282063,7.858756978507131e-09,0.0
1241,nat,ref+intp,comet-da,one_seq,0.7415339638694235,comet-da ref+intp one_seq,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.6398939903282063,7.858756978507131e-09,0.0
1242,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref,comet-da,one_seq,0.7480537123926453,comet-da ref one_seq,0.620799617273726,5.3906497043954005e-09,0.0
1243,nat,ref,comet-da,one_seq,0.7480537123926453,comet-da ref one_seq,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.620799617273726,5.3906497043954005e-09,0.0
1244,nat,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,ref,comet-da,sent,0.7617089765285842,comet-da ref sent,0.6051499560769269,7.738729657091881e-10,0.0
1245,nat,ref,comet-da,sent,0.7617089765285842,comet-da ref sent,intp,chrf,one_seq,0.5105214998331794,chrf intp one_seq,0.6051499560769269,7.738729657091881e-10,0.0
1246,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.7118893785089274,0.6471194327969219,0.6471194327969219
1247,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.7118893785089274,0.6471194327969219,0.6471194327969219
1248,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.6907314374796214,0.4058030412671938,0.4058030412671938
1249,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.6907314374796214,0.4058030412671938,0.4058030412671938
1250,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.5298054170123748,0.2349391820789397,0.2349391820789397
1251,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.5298054170123748,0.2349391820789397,0.2349391820789397
1252,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,0.5492928498655547,0.13292936453542703,0.15
1253,nat,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.5492928498655547,0.13292936453542703,0.15
1254,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,0.6231159869373144,0.013622023152560336,0.05
1255,nat,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.6231159869373144,0.013622023152560336,0.05
1256,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,0.6237769370926416,0.01233215883376726,0.05
1257,nat,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.6237769370926416,0.01233215883376726,0.05
1258,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref,chrf,sent,0.6304046090953909,chrf ref sent,0.626605486605759,0.00981930704812517,0.0
1259,nat,ref,chrf,sent,0.6304046090953909,chrf ref sent,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.626605486605759,0.00981930704812517,0.0
1260,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,0.6399328832654402,0.007600504447270451,0.0
1261,nat,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.6399328832654402,0.007600504447270451,0.0
1262,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,0.7586036758706826,0.0001715827064860953,0.0
1263,nat,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.7586036758706826,0.0001715827064860953,0.0
1264,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,0.5920858990794237,0.00020599619087979804,0.0
1265,nat,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.5920858990794237,0.00020599619087979804,0.0
1266,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,0.56230418198841,0.00022665884441575024,0.0
1267,nat,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.56230418198841,0.00022665884441575024,0.0
1268,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,0.5732432529484002,0.00018206006524934537,0.0
1269,nat,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.5732432529484002,0.00018206006524934537,0.0
1270,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,0.7726044268485359,1.047239786000631e-07,0.0
1271,nat,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.7726044268485359,1.047239786000631e-07,0.0
1272,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref+intp,comet-da,one_seq,0.7415339638694235,comet-da ref+intp one_seq,0.6385903510102612,1.4861887942529961e-08,0.0
1273,nat,ref+intp,comet-da,one_seq,0.7415339638694235,comet-da ref+intp one_seq,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.6385903510102612,1.4861887942529961e-08,0.0
1274,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref,comet-da,one_seq,0.7480537123926453,comet-da ref one_seq,0.6407326487931053,4.004186093808926e-09,0.0
1275,nat,ref,comet-da,one_seq,0.7480537123926453,comet-da ref one_seq,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.6407326487931053,4.004186093808926e-09,0.0
1276,nat,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,ref,comet-da,sent,0.7617089765285842,comet-da ref sent,0.6103503189436651,1.1121714660333737e-09,0.0
1277,nat,ref,comet-da,sent,0.7617089765285842,comet-da ref sent,intp,bleu,one_seq,0.5148793193529522,bleu intp one_seq,0.6103503189436651,1.1121714660333737e-09,0.0
1278,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.5593770157960839,0.7413265179397384,0.7413265179397384
1279,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.5593770157960839,0.7413265179397384,0.7413265179397384
1280,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.7792548877683639,0.24401963330429943,0.24401963330429943
1281,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.7792548877683639,0.24401963330429943,0.24401963330429943
1282,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,0.7747799487807989,0.11992304561970646,0.15
1283,nat,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.7747799487807989,0.11992304561970646,0.15
1284,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,0.7166214150599274,0.018906408333347224,0.05
1285,nat,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.7166214150599274,0.018906408333347224,0.05
1286,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,0.7179670978814051,0.016819909655856113,0.05
1287,nat,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.7179670978814051,0.016819909655856113,0.05
1288,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref,chrf,sent,0.6304046090953909,chrf ref sent,0.8357427139797209,0.0013692874758071127,0.0
1289,nat,ref,chrf,sent,0.6304046090953909,chrf ref sent,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.8357427139797209,0.0013692874758071127,0.0
1290,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,0.8274157502126676,0.0014383570533240686,0.0
1291,nat,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.8274157502126676,0.0014383570533240686,0.0
1292,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,0.6660586279335485,0.005314622432182947,0.0
1293,nat,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.6660586279335485,0.005314622432182947,0.0
1294,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,0.5412387743571416,0.0016444820511327674,0.0
1295,nat,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.5412387743571416,0.0016444820511327674,0.0
1296,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,0.856659217773133,1.8088067488264414e-08,0.0
1297,nat,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.856659217773133,1.8088067488264414e-08,0.0
1298,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,0.8586937931715931,1.2352683986804891e-08,0.0
1299,nat,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.8586937931715931,1.2352683986804891e-08,0.0
1300,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,0.6945500344786811,3.404054483735486e-05,0.0
1301,nat,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.6945500344786811,3.404054483735486e-05,0.0
1302,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref+intp,comet-da,one_seq,0.7415339638694235,comet-da ref+intp one_seq,0.5926630643854733,7.267661947807369e-07,0.0
1303,nat,ref+intp,comet-da,one_seq,0.7415339638694235,comet-da ref+intp one_seq,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.5926630643854733,7.267661947807369e-07,0.0
1304,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref,comet-da,one_seq,0.7480537123926453,comet-da ref one_seq,0.5998608190958064,2.13916294899974e-07,0.0
1305,nat,ref,comet-da,one_seq,0.7480537123926453,comet-da ref one_seq,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.5998608190958064,2.13916294899974e-07,0.0
1306,nat,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,ref,comet-da,sent,0.7617089765285842,comet-da ref sent,0.7387211048337348,7.221112596766943e-12,0.0
1307,nat,ref,comet-da,sent,0.7617089765285842,comet-da ref sent,ref+intp,bleu,one_seq,0.5340726778214059,bleu ref+intp one_seq,0.7387211048337348,7.221112596766943e-12,0.0
1308,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.5118094043152104,0.6219485454554914,0.6219485454554914
1309,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.5118094043152104,0.6219485454554914,0.6219485454554914
1310,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,0.5398508139490371,0.42662357978870125,0.42662357978870125
1311,nat,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.5398508139490371,0.42662357978870125,0.42662357978870125
1312,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,0.8693991357987731,0.004986485795901441,0.0
1313,nat,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.8693991357987731,0.004986485795901441,0.0
1314,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,0.8682747385351858,0.004359614316976401,0.0
1315,nat,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.8682747385351858,0.004359614316976401,0.0
1316,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref,chrf,sent,0.6304046090953909,chrf ref sent,0.8133547828814047,0.012257579618587755,0.05
1317,nat,ref,chrf,sent,0.6304046090953909,chrf ref sent,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.8133547828814047,0.012257579618587755,0.05
1318,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,0.8344960684087122,0.006585971511298583,0.0
1319,nat,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.8344960684087122,0.006585971511298583,0.0
1320,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,0.8443409572469498,0.0005493528893396604,0.0
1321,nat,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.8443409572469498,0.0005493528893396604,0.0
1322,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,0.6500676784935709,0.001497447316233469,0.0
1323,nat,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.6500676784935709,0.001497447316233469,0.0
1324,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,0.563134012057315,0.0029821014322228834,0.0
1325,nat,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.563134012057315,0.0029821014322228834,0.0
1326,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,0.5740114882112735,0.0025638528396039195,0.0
1327,nat,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.5740114882112735,0.0025638528396039195,0.0
1328,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,0.7438559457695221,4.881357833452782e-05,0.0
1329,nat,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.7438559457695221,4.881357833452782e-05,0.0
1330,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref+intp,comet-da,one_seq,0.7415339638694235,comet-da ref+intp one_seq,0.6757850438174875,3.4934801629304957e-07,0.0
1331,nat,ref+intp,comet-da,one_seq,0.7415339638694235,comet-da ref+intp one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.6757850438174875,3.4934801629304957e-07,0.0
1332,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref,comet-da,one_seq,0.7480537123926453,comet-da ref one_seq,0.6632414449250466,1.8374854593439238e-07,0.0
1333,nat,ref,comet-da,one_seq,0.7480537123926453,comet-da ref one_seq,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.6632414449250466,1.8374854593439238e-07,0.0
1334,nat,intp,chrf,mwer,0.550627380384666,chrf intp mwer,ref,comet-da,sent,0.7617089765285842,comet-da ref sent,0.67979604249096,6.735954016789947e-09,0.0
1335,nat,ref,comet-da,sent,0.7617089765285842,comet-da ref sent,intp,chrf,mwer,0.550627380384666,chrf intp mwer,0.67979604249096,6.735954016789947e-09,0.0
1336,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,0.9937119258306071,0.019552229271545762,0.05
1337,nat,ref+intp,bertscore.f1,one_seq,0.5900163578628358,bertscore.f1 ref+intp one_seq,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.9937119258306071,0.019552229271545762,0.05
1338,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,0.6689509987938907,0.22415947012220716,0.22415947012220716
1339,nat,ref+intp,chrf,one_seq,0.6260590922137473,chrf ref+intp one_seq,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.6689509987938907,0.22415947012220716,0.22415947012220716
1340,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,0.6690302197995451,0.21102898723883823,0.21102898723883823
1341,nat,ref,chrf,one_seq,0.6274569451106923,chrf ref one_seq,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.6690302197995451,0.21102898723883823,0.21102898723883823
1342,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,ref,chrf,sent,0.6304046090953909,chrf ref sent,0.7287558575207285,0.14693370044700282,0.15
1343,nat,ref,chrf,sent,0.6304046090953909,chrf ref sent,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.7287558575207285,0.14693370044700282,0.15
1344,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,0.7189808957601779,0.1400498939003223,0.15
1345,nat,ref+mw-intp,chrf,sent+mw,0.6321900833136737,chrf ref+mw-intp sent+mw,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.7189808957601779,0.1400498939003223,0.15
1346,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,0.6392476288801369,0.0790212839008686,0.1
1347,nat,intp,bertscore.f1,mwer,0.6499346529097874,bertscore.f1 intp mwer,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.6392476288801369,0.0790212839008686,0.1
1348,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,0.6670071969565692,0.008004815509596197,0.0
1349,nat,intp,comet-da,one_seq,0.6811362362125806,comet-da intp one_seq,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.6670071969565692,0.008004815509596197,0.0
1350,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,0.8225743861912634,0.00022324380992166937,0.0
1351,nat,ref,bertscore.f1,sent,0.6847959621514111,bertscore.f1 ref sent,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.8225743861912634,0.00022324380992166937,0.0
1352,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,0.8230773054142808,0.00020190504030059842,0.0
1353,nat,ref+mw-intp,bertscore.f1,sent+mw,0.6853425490496775,bertscore.f1 ref+mw-intp sent+mw,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,0.8230773054142808,0.00020190504030059842,0.0
1354,nat,ref,bertscore.f1,one_seq,0.5759150809247588,bertscore.f1 ref one_seq,intp,comet-da,mwer,0.6936029093331826,comet-da intp mwer,0.6071390092209097,0.005293153726958932,0.0
