,system,latency,common,annotator,doc,CRi,CR,bleu,chrf,comet,bertscore
556,FBK,medium,False,13,16_develop-most,2.812969169895988,2.6666666666666665,12.9199,37.1813,-0.3566,0.766296
557,FBK,medium,False,13,35_f-e-time-travel-agency,3.039640749696614,2.933333333333333,11.376,39.5779,-0.466,0.759987
558,FBK,medium,False,13,36_step-house,3.0174272776468447,3.142857142857143,30.4667,54.5364,0.0632,0.831357
559,FBK,medium,False,16,03_botel-proti-proudu,1.8621542746392148,2.033333333333333,8.7144,32.2786,-0.6633,0.739943
560,FBK,medium,False,16,08_jizeran,2.8028848604570986,3.0,22.7561,46.4881,0.0124,0.819869
561,FBK,medium,False,16,11_trefa,2.492327041727489,2.130952380952381,13.636,51.445,-0.2496,0.806723
562,FBK,medium,False,16,14_llibres-i-revistes-edb,1.0197555163720815,1.6825396825396826,4.6489,18.1225,-0.7123,0.709127
563,FBK,medium,False,16,27_f-e-international-tour,2.1425788319223336,2.2758620689655173,8.3871,36.5316,-0.5033,0.783796
564,FBK,medium,False,16,28_samanka,2.228142675191645,2.1818181818181817,10.4937,44.4365,-0.3703,0.785654
565,FBK,medium,False,18,38_seta,,1.0,11.4745,32.9156,-0.6458,0.748683
566,FBK,medium,False,19,dutch,3.172309699275536,3.149532710280374,22.7512,50.6343,-0.1365,0.802925
567,FBK,medium,False,22,spanish,2.0106122570726224,2.0885416666666665,15.703,41.7561,-0.6162,0.782738
568,FBK,medium,False,25,dutch,2.4693351028920616,2.506172839506173,22.7512,50.6343,-0.1365,0.802925
569,FBK,medium,False,26,04_g-t,2.011062776429923,2.04,21.8216,48.0805,-0.1399,0.826652
570,FBK,medium,False,26,06_masaze-petr-klic,1.4626822893019016,1.8,9.559,34.0131,-0.4613,0.784533
571,FBK,medium,False,26,10_magic-travel,1.7967539966062591,2.117647058823529,8.9802,30.7586,-0.7767,0.707773
572,FBK,medium,False,26,37_caspowalk,2.6664884176619306,2.56,16.1383,38.7009,-0.6203,0.742355
573,FBK,medium,False,26,39_total-regal,2.991010260408643,2.952380952380953,14.0882,39.4179,-0.5939,0.769348
574,FBK,medium,False,27,33_logistic-servis,3.5096181730304497,3.5294117647058822,10.7501,29.8747,-1.0571,0.725558
575,FBK,medium,False,27,belgian,3.369697764555241,3.381877022653722,17.9816,43.2601,-0.5768,0.795966
576,FBK,medium,False,29,07_bucherinsel-west,2.338344479625772,2.272727272727273,11.0364,33.2915,-0.6256,0.772764
577,FBK,medium,False,29,15_brnkni,1.1303463473465467,1.1,5.6794,21.2806,-0.8613,0.7024
578,FBK,medium,False,29,19_be-beauty,1.8613944706630705,2.0,14.5842,28.4544,-0.8964,0.746498
579,FBK,medium,False,29,24_mole-g-p-technologies,2.38259934113209,2.2222222222222223,8.077,34.4997,-0.8322,0.745156
580,FBK,medium,False,29,32_ck-remoa,2.7144759531817515,2.5,11.118,40.1337,-0.3955,0.777414
581,FBK,medium,False,32,26_tabacco-shop,3.0123929400007694,2.689655172413793,26.4697,53.9458,-0.0389,0.815683
582,FBK,medium,False,32,30_appolonas,2.5927078478983763,2.5824175824175826,15.3304,42.9883,0.0397,0.819414
583,FBK,medium,False,32,31_devil-chocolate,2.600755754907967,2.34,23.0501,50.8217,-0.1587,0.827688
584,FBK,medium,False,32,romanian,2.6366274039649973,2.5047619047619047,19.1483,43.1741,-0.2176,0.791877
585,FBK,medium,False,36,09_il-gabbiano,1.4524018985899545,1.4545454545454546,3.4237,23.2122,-0.6437,0.682631
586,FBK,medium,False,36,12_fictionalcine,1.0,1.0,0.3062,5.905,-1.1124,0.650858
587,FBK,medium,False,36,17_tf-smart-team,2.008335326916389,2.097560975609756,16.1094,45.1128,-0.4017,0.786721
588,FBK,medium,False,36,23_pillowdream,1.6547191012947526,1.588235294117647,4.8621,20.4931,-1.0592,0.720198
589,FBK,medium,False,36,34_kol_action_accessoires,2.500152891460765,2.4375,11.975,36.1014,-0.701,0.754645
590,FBK,medium,False,38,spanish,1.660768095971468,1.5953177257525084,15.703,41.7561,-0.6162,0.782738
591,FBK,medium,False,40,18_tf-magic-world,1.4410274838511343,1.4285714285714286,16.8415,43.1272,-0.347,0.754898
592,FBK,medium,False,40,22_new-design-world,1.1438135064547048,1.3333333333333333,17.7552,37.9175,-0.6342,0.758251
593,FBK,medium,False,40,25_folkstyle,1.0,1.0,25.242,50.609,-0.2861,0.811311
594,FBK,medium,False,40,29_salon-n-g,1.0,1.0,16.613,39.9444,-0.8261,0.7389
595,FBK,medium,False,40,38_seta,1.450178481369056,1.3333333333333333,11.4745,32.9156,-0.6458,0.748683
596,FBK,medium,False,41,dutch,2.579346704068957,2.5727272727272728,22.7512,50.6343,-0.1365,0.802925
597,FBK,medium,False,42,04_g-t,2.2580176775080454,2.347826086956522,21.8216,48.0805,-0.1399,0.826652
598,FBK,medium,False,42,06_masaze-petr-klic,2.204209532348055,2.5384615384615383,9.559,34.0131,-0.4613,0.784533
599,FBK,medium,False,42,10_magic-travel,1.7497088343359302,1.75,8.9802,30.7586,-0.7767,0.707773
600,FBK,medium,False,42,37_caspowalk,2.37260755576605,2.25,16.1383,38.7009,-0.6203,0.742355
601,FBK,medium,False,42,39_total-regal,2.457829163031802,2.4705882352941178,14.0882,39.4179,-0.5939,0.769348
602,FBK,medium,False,43,33_logistic-servis,1.9396613872200985,2.0,10.7501,29.8747,-1.0571,0.725558
603,FBK,medium,False,43,belgian,2.2714993186657697,2.294117647058824,17.9816,43.2601,-0.5768,0.795966
604,FBK,medium,False,45,07_bucherinsel-west,1.569427300216501,1.4705882352941178,11.0364,33.2915,-0.6256,0.772764
605,FBK,medium,False,45,15_brnkni,1.2606354909566253,1.3703703703703705,5.6794,21.2806,-0.8613,0.7024
606,FBK,medium,False,45,19_be-beauty,1.3147289243940574,1.2857142857142858,14.5842,28.4544,-0.8964,0.746498
607,FBK,medium,False,45,24_mole-g-p-technologies,1.7548520758795758,1.3157894736842106,8.077,34.4997,-0.8322,0.745156
608,FBK,medium,False,45,32_ck-remoa,1.2902194502781144,1.5384615384615383,11.118,40.1337,-0.3955,0.777414
609,FBK,medium,False,46,05_i-dodge,1.5572368112786792,1.3333333333333333,5.197,25.541,-1.1696,0.70704
610,FBK,medium,False,46,20_mela-e-piu,1.3483993537394103,1.181818181818182,1.3113,19.9322,-1.335,0.663042
611,FBK,medium,False,46,21_hat-cap,1.3674207891051997,1.4615384615384617,4.9646,30.1615,-0.744,0.730736
612,FBK,medium,False,46,polish,2.064665270502265,2.1161616161616164,19.303,45.2166,-0.1673,0.822679
613,FBK,medium,False,48,26_tabacco-shop,2.2130484126001435,2.571428571428572,26.4697,53.9458,-0.0389,0.815683
614,FBK,medium,False,48,30_appolonas,3.64614685140824,3.571428571428572,15.3304,42.9883,0.0397,0.819414
615,FBK,medium,False,48,31_devil-chocolate,2.2825278859729914,2.25,23.0501,50.8217,-0.1587,0.827688
616,FBK,medium,False,48,romanian,3.3008518919999625,3.189655172413793,19.1483,43.1741,-0.2176,0.791877
617,FBK,medium,True,3,ted_50853,3.061067299619112,3.0121951219512195,14.1211,42.5583,0.0131,0.811496
618,FBK,medium,True,4,ted_63920,3.5707439792077147,3.27536231884058,14.9283,40.0032,-0.1767,0.798807
619,FBK,medium,True,8,ted_45614,2.8335691697545013,2.595,14.4523,44.7351,-0.0356,0.801906
620,FBK,medium,True,11,ted_45973,3.985660603994064,3.6666666666666665,17.293,48.0312,0.0411,0.814664
621,FBK,medium,True,13,ted_63920,3.044777658841839,2.8012048192771086,14.9283,40.0032,-0.1767,0.798807
622,FBK,medium,True,16,ted_52268,3.479817415810112,3.22568093385214,32.2529,55.6725,0.3502,0.869946
623,FBK,medium,True,19,ted_45614,2.518980650113507,2.398550724637681,14.4523,44.7351,-0.0356,0.801906
624,FBK,medium,True,20,ted_55061,2.829397445453142,2.783783783783784,22.3669,44.645,-0.1037,0.826957
625,FBK,medium,True,23,ted_46528,3.69459622853232,3.661764705882353,17.7877,47.4099,0.0267,0.822781
626,FBK,medium,True,23,ted_57418,3.509532769295218,3.476744186046512,22.2247,51.6937,0.2133,0.842366
627,FBK,medium,True,26,ted_55061,3.396240937988253,3.2119565217391304,22.3669,44.645,-0.1037,0.826957
628,FBK,medium,True,29,ted_49440,3.373722622279402,3.320987654320988,23.0359,50.557,0.1994,0.836456
629,FBK,medium,True,32,ted_37498,2.618181879327798,2.4285714285714284,16.5668,43.5869,-0.1919,0.796319
630,FBK,medium,True,33,ted_50853,2.9328326097584667,2.858267716535433,14.1211,42.5583,0.0131,0.811496
631,FBK,medium,True,33,ted_54706,3.0117024230149023,2.963636363636364,11.179,42.9003,-0.1737,0.789294
632,FBK,medium,True,35,ted_56901,3.10595311676018,3.093264248704663,9.719,41.3451,-0.1638,0.789339
633,FBK,medium,True,36,ted_42604,3.0417089040980216,3.004424778761062,24.3027,52.5398,0.1398,0.845189
634,FBK,medium,True,39,ted_46528,3.5442166599772658,3.546153846153846,17.7877,47.4099,0.0267,0.822781
635,FBK,medium,True,39,ted_57418,3.5483490263156163,3.5405405405405403,22.2247,51.6937,0.2133,0.842366
636,FBK,medium,True,40,ted_51101,3.070545171224146,2.875,20.5453,51.3783,0.2078,0.842675
637,FBK,medium,True,41,ted_45614,2.390525984063389,2.3877551020408165,14.4523,44.7351,-0.0356,0.801906
638,FBK,medium,True,42,ted_55061,2.862786258101356,2.868020304568528,22.3669,44.645,-0.1037,0.826957
639,FBK,medium,True,44,ted_45973,3.449318543757936,3.306122448979592,17.293,48.0312,0.0411,0.814664
640,FBK,medium,True,44,ted_62628,3.728932145659032,3.5135135135135136,13.7509,43.0942,0.0483,0.801893
641,FBK,medium,True,45,ted_49440,2.529568534273181,2.415929203539823,23.0359,50.557,0.1994,0.836456
642,FBK,medium,True,48,ted_37498,3.381601046650415,3.2905405405405403,16.5668,43.5869,-0.1919,0.796319
643,FBK,medium,True,49,ted_50853,2.668436278007784,2.583850931677018,14.1211,42.5583,0.0131,0.811496
644,FBK,medium,True,49,ted_54706,2.521268919258508,2.645739910313901,11.179,42.9003,-0.1737,0.789294
645,HW-TSC,high,False,3,dutch,1.5758646469192077,1.625,16.1698,47.5798,-0.7401,0.751915
646,HW-TSC,high,False,4,austrian,2.969807498340847,2.960227272727273,21.6097,49.6482,-0.6471,0.773181
647,HW-TSC,high,False,7,06_masaze-petr-klic,2.4028233880392778,2.2972972972972974,4.9217,26.1322,-1.1613,0.704899
648,HW-TSC,high,False,7,07_bucherinsel-west,2.389306925286959,2.333333333333333,7.2063,34.3233,-1.2604,0.688474
649,HW-TSC,high,False,7,12_fictionalcine,1.816060975356481,1.7857142857142858,6.9762,29.1443,-0.9956,0.686412
650,HW-TSC,high,False,7,15_brnkni,2.1853262343580777,2.2666666666666666,3.5099,17.7106,-1.1822,0.645842
651,HW-TSC,high,False,7,39_total-regal,2.2636830588468597,2.555555555555556,9.6092,33.3347,-1.1047,0.707959
652,HW-TSC,high,False,8,22_new-design-world,1.382036536359175,1.3333333333333333,8.6263,29.0711,-1.3083,0.65812
653,HW-TSC,high,False,8,32_ck-remoa,1.187229885929609,1.375,7.6552,31.4474,-1.1558,0.711482
654,HW-TSC,high,False,8,38_seta,1.458662361737438,1.5,6.0,29.6188,-0.9725,0.695532
655,HW-TSC,high,False,8,polish,1.929896861829128,1.937062937062937,21.1275,50.0019,-0.7083,0.769547
656,HW-TSC,high,False,13,05_i-dodge,1.308158032692009,1.2727272727272727,2.4559,14.5241,-1.5185,0.622924
657,HW-TSC,high,False,13,32_ck-remoa,1.1702751367457584,1.25,7.6552,31.4474,-1.1558,0.711482
658,HW-TSC,high,False,13,34_kol_action_accessoires,1.75497094851211,1.6875,12.2319,28.1332,-1.3019,0.695713
659,HW-TSC,high,False,13,polish,2.5022219917876254,2.5036496350364965,21.1275,50.0019,-0.7083,0.769547
660,HW-TSC,high,False,19,04_g-t,1.7044790124463864,1.6666666666666667,15.9392,36.3572,-0.626,0.749516
661,HW-TSC,high,False,19,06_masaze-petr-klic,1.3559317783776648,1.4,4.9217,26.1322,-1.1613,0.704899
662,HW-TSC,high,False,19,07_bucherinsel-west,1.5534620205725704,1.625,7.2063,34.3233,-1.2604,0.688474
663,HW-TSC,high,False,19,23_pillowdream,1.3244019828814213,1.375,4.4732,19.0561,-1.4423,0.658682
664,HW-TSC,high,False,19,37_caspowalk,1.5286421705702955,1.5263157894736843,15.0182,33.5475,-0.9659,0.664595
665,HW-TSC,high,False,22,04_g-t,1.7370054059655269,2.0,15.9392,36.3572,-0.626,0.749516
666,HW-TSC,high,False,22,06_masaze-petr-klic,1.2625323433209092,1.6666666666666667,4.9217,26.1322,-1.1613,0.704899
667,HW-TSC,high,False,22,10_magic-travel,1.436369428195259,1.6,10.2996,29.1733,-1.1192,0.64183
668,HW-TSC,high,False,22,37_caspowalk,1.5698701277007503,1.6666666666666667,15.0182,33.5475,-0.9659,0.664595
669,HW-TSC,high,False,22,39_total-regal,1.4466560936324522,1.818181818181818,9.6092,33.3347,-1.1047,0.707959
670,HW-TSC,high,False,23,33_logistic-servis,1.116657408142211,1.1111111111111112,2.04,18.6366,-1.3808,0.664752
671,HW-TSC,high,False,23,belgian,1.563893734252568,1.3657817109144543,18.1705,43.8774,-1.0002,0.748712
672,HW-TSC,high,False,25,19_be-beauty,1.2637065193072108,1.25,3.9957,21.4172,-1.5,0.669961
673,HW-TSC,high,False,26,05_i-dodge,1.2940021445621597,1.1875,2.4559,14.5241,-1.5185,0.622924
674,HW-TSC,high,False,26,20_mela-e-piu,1.360002294539839,1.3157894736842106,0.7717,12.7922,-1.5838,0.642003
675,HW-TSC,high,False,26,21_hat-cap,1.039465858375047,1.0625,2.9903,14.4117,-1.4569,0.62319
676,HW-TSC,high,False,26,polish,1.464567009515912,1.5389221556886228,21.1275,50.0019,-0.7083,0.769547
677,HW-TSC,high,False,27,austrian,3.3469392580532213,3.343065693430657,21.6097,49.6482,-0.6471,0.773181
678,HW-TSC,high,False,32,09_il-gabbiano,1.826273188406104,2.0526315789473686,5.9417,22.4826,-0.9896,0.612802
679,HW-TSC,high,False,32,12_fictionalcine,1.7495675647724964,2.0,6.9762,29.1443,-0.9956,0.686412
680,HW-TSC,high,False,32,17_tf-smart-team,2.5292307335011377,2.463414634146341,16.6588,43.2694,-0.7809,0.747419
681,HW-TSC,high,False,32,23_pillowdream,1.9001260866495628,1.9090909090909087,4.4732,19.0561,-1.4423,0.658682
682,HW-TSC,high,False,32,34_kol_action_accessoires,1.97349964941996,2.15,12.2319,28.1332,-1.3019,0.695713
683,HW-TSC,high,False,33,13_don-bosco-barcelona,1.6858190205703276,1.7857142857142858,2.0107,26.3768,-1.2954,0.692861
684,HW-TSC,high,False,33,16_develop-most,1.596650516331242,1.5625,6.5906,28.3256,-1.2047,0.696669
685,HW-TSC,high,False,33,35_f-e-time-travel-agency,1.905531069461914,2.0,10.2697,34.1111,-1.0487,0.701423
686,HW-TSC,high,False,33,36_step-house,1.580240884127443,1.5833333333333333,11.1435,35.9708,-1.2902,0.706812
687,HW-TSC,high,False,36,18_tf-magic-world,1.2445699646986892,1.28125,6.724,34.1775,-1.2557,0.683966
688,HW-TSC,high,False,36,22_new-design-world,1.2823678136907133,1.35,8.6263,29.0711,-1.3083,0.65812
689,HW-TSC,high,False,36,25_folkstyle,1.1523408212999169,1.1764705882352942,14.396,38.7534,-1.0878,0.728524
690,HW-TSC,high,False,36,29_salon-n-g,1.1529698578334768,1.173913043478261,5.3557,28.4064,-1.335,0.659188
691,HW-TSC,high,False,36,38_seta,1.0813196131205476,1.1333333333333333,6.0,29.6188,-0.9725,0.695532
692,HW-TSC,high,False,38,04_g-t,1.204897924284347,1.2,15.9392,36.3572,-0.626,0.749516
693,HW-TSC,high,False,38,06_masaze-petr-klic,1.0,1.0,4.9217,26.1322,-1.1613,0.704899
694,HW-TSC,high,False,38,10_magic-travel,1.3594907197767636,1.4,10.2996,29.1733,-1.1192,0.64183
695,HW-TSC,high,False,38,37_caspowalk,1.4520891239739049,1.3846153846153846,15.0182,33.5475,-0.9659,0.664595
696,HW-TSC,high,False,38,39_total-regal,1.063531188045188,1.0952380952380951,9.6092,33.3347,-1.1047,0.707959
697,HW-TSC,high,False,39,33_logistic-servis,2.1724816498415884,2.125,2.04,18.6366,-1.3808,0.664752
698,HW-TSC,high,False,39,belgian,2.8933365577281838,2.890995260663507,18.1705,43.8774,-1.0002,0.748712
699,HW-TSC,high,False,41,07_bucherinsel-west,1.077516589330485,1.1666666666666667,7.2063,34.3233,-1.2604,0.688474
700,HW-TSC,high,False,41,15_brnkni,1.0458216232293462,1.1428571428571428,3.5099,17.7106,-1.1822,0.645842
701,HW-TSC,high,False,41,19_be-beauty,1.0548284422339245,1.0666666666666669,3.9957,21.4172,-1.5,0.669961
702,HW-TSC,high,False,41,24_mole-g-p-technologies,1.0,1.0,4.6885,27.8826,-1.3484,0.670415
703,HW-TSC,high,False,41,32_ck-remoa,1.0,1.0,7.6552,31.4474,-1.1558,0.711482
704,HW-TSC,high,False,42,05_i-dodge,1.1756000523584218,1.2,2.4559,14.5241,-1.5185,0.622924
705,HW-TSC,high,False,42,20_mela-e-piu,1.054562080173401,1.0588235294117647,0.7717,12.7922,-1.5838,0.642003
706,HW-TSC,high,False,42,21_hat-cap,1.09218327971118,1.1111111111111112,2.9903,14.4117,-1.4569,0.62319
707,HW-TSC,high,False,42,polish,2.6350958629097008,2.611607142857143,21.1275,50.0019,-0.7083,0.769547
708,HW-TSC,high,False,43,austrian,2.456434050126902,2.466666666666667,21.6097,49.6482,-0.6471,0.773181
709,HW-TSC,high,False,44,26_tabacco-shop,1.8749515389760407,1.8571428571428568,15.6372,41.6363,-0.7442,0.741302
710,HW-TSC,high,False,44,30_appolonas,2.4786153939031053,2.4285714285714284,10.0264,39.4245,-0.7554,0.754085
711,HW-TSC,high,False,44,31_devil-chocolate,1.6920937598208543,1.6666666666666667,25.4621,50.395,-0.7207,0.781038
712,HW-TSC,high,False,44,romanian,2.3660817766035667,2.347826086956522,21.9692,50.3801,-0.781,0.751463
713,HW-TSC,high,False,46,03_botel-proti-proudu,1.278032983761113,1.3076923076923077,5.7013,24.9551,-1.0544,0.655793
714,HW-TSC,high,False,46,08_jizeran,1.5634088735213727,1.6363636363636365,14.6636,40.5027,-1.0165,0.734683
715,HW-TSC,high,False,46,11_trefa,2.0030910523277865,1.9333333333333331,10.4221,38.2558,-0.9521,0.730538
716,HW-TSC,high,False,46,14_llibres-i-revistes-edb,1.48982353589335,1.4545454545454546,0.6079,12.1895,-1.4435,0.624831
717,HW-TSC,high,False,46,27_f-e-international-tour,2.038147000277033,1.9285714285714288,7.7752,41.0027,-1.0496,0.746583
718,HW-TSC,high,False,46,28_samanka,1.7628724433048348,1.7777777777777777,4.9486,36.1821,-0.9212,0.722366
719,HW-TSC,high,False,48,09_il-gabbiano,1.3735629269676024,1.3125,5.9417,22.4826,-0.9896,0.612802
720,HW-TSC,high,False,48,12_fictionalcine,1.107305541427015,1.1666666666666667,6.9762,29.1443,-0.9956,0.686412
721,HW-TSC,high,False,48,17_tf-smart-team,2.793241380146878,2.75,16.6588,43.2694,-0.7809,0.747419
722,HW-TSC,high,False,48,23_pillowdream,1.8575061917077973,1.8235294117647056,4.4732,19.0561,-1.4423,0.658682
723,HW-TSC,high,False,48,34_kol_action_accessoires,1.940338039220772,2.2142857142857144,12.2319,28.1332,-1.3019,0.695713
724,HW-TSC,high,False,49,13_don-bosco-barcelona,2.486870102715144,2.36,2.0107,26.3768,-1.2954,0.692861
725,HW-TSC,high,False,49,16_develop-most,1.2546359776614988,1.2413793103448276,6.5906,28.3256,-1.2047,0.696669
726,HW-TSC,high,False,49,35_f-e-time-travel-agency,2.2990752026033725,2.5454545454545454,10.2697,34.1111,-1.0487,0.701423
727,HW-TSC,high,False,49,36_step-house,1.5216760744470277,1.5,11.1435,35.9708,-1.2902,0.706812
728,HW-TSC,high,True,3,ted_55061,2.251763946366637,2.3,23.5818,47.6832,-0.557,0.782662
729,HW-TSC,high,True,4,ted_52268,2.657889402944277,2.952029520295203,29.0456,54.2203,-0.2194,0.809466
730,HW-TSC,high,True,7,ted_51101,3.429035959945776,3.372413793103448,21.5075,52.1955,-0.3865,0.792682
731,HW-TSC,high,True,16,ted_46528,2.8917706833087693,2.9,15.7922,47.0085,-0.5585,0.778102
732,HW-TSC,high,True,16,ted_57418,1.982440617298824,2.1333333333333333,20.6008,49.4991,-0.4686,0.782522
733,HW-TSC,high,True,19,ted_55061,2.2033547647165146,2.244186046511628,23.5818,47.6832,-0.557,0.782662
734,HW-TSC,high,True,22,ted_55061,2.4953798253979813,2.426829268292683,23.5818,47.6832,-0.557,0.782662
735,HW-TSC,high,True,27,ted_60872,3.1680881752123686,3.1921182266009853,13.5396,48.6103,-0.4079,0.773295
736,HW-TSC,high,True,29,ted_50853,2.704293122834766,2.663551401869159,15.2893,48.2554,-0.2992,0.78245
737,HW-TSC,high,True,29,ted_54706,2.0442136780006845,2.056603773584906,12.6224,41.8589,-0.792,0.743125
738,HW-TSC,high,True,32,ted_42604,2.907951064575929,2.8855421686746987,23.7526,55.8264,-0.196,0.799072
739,HW-TSC,high,True,33,ted_63920,2.9180603969259264,2.900621118012422,16.7784,45.9046,-0.5723,0.764011
740,HW-TSC,high,True,35,ted_57418,2.9827686152599275,2.975806451612903,20.6008,49.4991,-0.4686,0.782522
741,HW-TSC,high,True,36,ted_51101,2.5528351464190817,2.5625,21.5075,52.1955,-0.3865,0.792682
742,HW-TSC,high,True,38,ted_55061,1.6402597359977549,1.622093023255814,23.5818,47.6832,-0.557,0.782662
743,HW-TSC,high,True,40,ted_45973,2.801435755100622,2.642857142857143,15.9869,46.9066,-0.6066,0.760691
744,HW-TSC,high,True,40,ted_62628,2.0157662715982254,2.125,13.361,45.7555,-0.5041,0.757156
745,HW-TSC,high,True,41,ted_49440,2.110832498818408,2.069182389937107,23.0095,51.9178,-0.2918,0.793783
746,HW-TSC,high,True,43,ted_60872,2.670149930399375,2.702380952380953,13.5396,48.6103,-0.4079,0.773295
747,HW-TSC,high,True,44,ted_37498,2.0392377412257536,2.083333333333333,17.314,45.4689,-0.6315,0.753807
748,HW-TSC,high,True,45,ted_50853,2.8060327623099663,2.810888252148997,15.2893,48.2554,-0.2992,0.78245
749,HW-TSC,high,True,45,ted_54706,2.1077187837282145,2.170854271356784,12.6224,41.8589,-0.792,0.743125
750,HW-TSC,high,True,46,ted_52268,2.1515936730799603,2.0444444444444443,29.0456,54.2203,-0.2194,0.809466
751,HW-TSC,high,True,48,ted_42604,3.4798818587543634,3.4065040650406506,23.7526,55.8264,-0.196,0.799072
752,HW-TSC,high,True,49,ted_63920,3.2627677964354582,3.2748538011695905,16.7784,45.9046,-0.5723,0.764011
753,HW-TSC,low,False,3,10_magic-travel,1.2974020339112668,1.3076923076923077,8.9451,26.9044,-1.2303,0.6358
754,HW-TSC,low,False,3,12_fictionalcine,1.2231799742840874,1.181818181818182,7.381,29.5661,-1.0872,0.67716
755,HW-TSC,low,False,3,21_hat-cap,1.1564741660384483,1.1578947368421053,3.0208,14.9252,-1.4366,0.620143
756,HW-TSC,low,False,3,romanian,1.43891481496451,1.489795918367347,12.7898,42.0044,-1.0897,0.73191
757,HW-TSC,low,False,7,dutch,3.2744026119277843,3.1189320388349517,11.0326,42.6086,-0.9325,0.734106
758,HW-TSC,low,False,8,04_g-t,1.6558087433141044,1.75,8.0243,26.8484,-0.8661,0.716056
759,HW-TSC,low,False,8,06_masaze-petr-klic,1.0036912637713165,1.1111111111111112,4.361,25.0059,-1.2219,0.705588
760,HW-TSC,low,False,8,10_magic-travel,1.1395207995551242,1.1428571428571428,8.9451,26.9044,-1.2303,0.6358
761,HW-TSC,low,False,8,37_caspowalk,1.409634916766523,1.8235294117647056,10.6206,26.8086,-1.0832,0.656976
762,HW-TSC,low,False,8,39_total-regal,1.3492164504795856,1.5454545454545454,9.3789,30.7385,-1.1753,0.705947
763,HW-TSC,low,False,13,33_logistic-servis,1.4832367270696527,1.3846153846153846,1.8843,17.5906,-1.387,0.66362
764,HW-TSC,low,False,13,belgian,2.198647129350365,2.2819148936170213,14.2304,38.1439,-1.1702,0.73193
765,HW-TSC,low,False,16,dutch,1.8838611076438985,1.8914728682170543,11.0326,42.6086,-0.9325,0.734106
766,HW-TSC,low,False,18,07_bucherinsel-west,,1.0,11.1353,36.1712,-1.2385,0.695297
767,HW-TSC,low,False,19,05_i-dodge,1.1367945056266178,1.1428571428571428,2.7162,14.5713,-1.4999,0.621293
768,HW-TSC,low,False,19,20_mela-e-piu,1.1236399379765882,1.25,0.8988,12.2004,-1.5957,0.645182
769,HW-TSC,low,False,19,21_hat-cap,1.2581252301582486,1.3,3.0208,14.9252,-1.4366,0.620143
770,HW-TSC,low,False,19,polish,1.951023688417609,1.9593495934959348,13.888,41.2581,-1.0165,0.74062
771,HW-TSC,low,False,23,03_botel-proti-proudu,1.0,1.0,3.9026,24.9668,-1.1181,0.65808
772,HW-TSC,low,False,23,08_jizeran,1.061420506154767,1.0666666666666669,14.5864,39.2406,-1.1586,0.724604
773,HW-TSC,low,False,23,11_trefa,1.1229796476659684,1.0588235294117647,7.1182,35.2856,-1.1286,0.724487
774,HW-TSC,low,False,23,14_llibres-i-revistes-edb,1.0,1.0,1.0799,12.2299,-1.3531,0.619004
775,HW-TSC,low,False,23,27_f-e-international-tour,1.177517261726624,1.0740740740740742,6.9151,34.2056,-1.0517,0.721266
776,HW-TSC,low,False,23,28_samanka,1.7311089187241766,1.25,4.5763,34.4218,-0.9794,0.727824
777,HW-TSC,low,False,25,17_tf-smart-team,1.5755551676651662,1.5,9.5411,31.8073,-1.1164,0.707481
778,HW-TSC,low,False,26,33_logistic-servis,1.1932787843366452,1.3333333333333333,1.8843,17.5906,-1.387,0.66362
779,HW-TSC,low,False,26,belgian,1.464641361991019,1.4714587737843552,14.2304,38.1439,-1.1702,0.73193
780,HW-TSC,low,False,29,05_i-dodge,1.1055351164389786,1.125,2.7162,14.5713,-1.4999,0.621293
781,HW-TSC,low,False,29,20_mela-e-piu,1.2334493376599254,1.25,0.8988,12.2004,-1.5957,0.645182
782,HW-TSC,low,False,29,21_hat-cap,1.0,1.0,3.0208,14.9252,-1.4366,0.620143
783,HW-TSC,low,False,29,polish,2.297043084857526,2.3161764705882355,13.888,41.2581,-1.0165,0.74062
784,HW-TSC,low,False,31,26_tabacco-shop,1.876680916533183,1.9411764705882355,17.0142,38.7429,-1.0524,0.726532
785,HW-TSC,low,False,31,30_appolonas,2.0,2.0,7.2796,35.1246,-1.1151,0.733253
786,HW-TSC,low,False,31,31_devil-chocolate,2.4664510702748563,2.5185185185185186,21.7877,49.3187,-0.6929,0.767495
787,HW-TSC,low,False,33,03_botel-proti-proudu,1.6824571371614083,1.625,3.9026,24.9668,-1.1181,0.65808
788,HW-TSC,low,False,33,08_jizeran,2.024036688237651,2.230769230769231,14.5864,39.2406,-1.1586,0.724604
789,HW-TSC,low,False,33,11_trefa,2.329931933852813,2.076923076923077,7.1182,35.2856,-1.1286,0.724487
790,HW-TSC,low,False,33,14_llibres-i-revistes-edb,1.140710897375408,1.2307692307692308,1.0799,12.2299,-1.3531,0.619004
791,HW-TSC,low,False,33,27_f-e-international-tour,2.3381203640088715,2.238095238095238,6.9151,34.2056,-1.0517,0.721266
792,HW-TSC,low,False,33,28_samanka,2.036736854982565,1.9166666666666667,4.5763,34.4218,-0.9794,0.727824
793,HW-TSC,low,False,35,07_bucherinsel-west,2.2916994366696994,2.6666666666666665,11.1353,36.1712,-1.2385,0.695297
794,HW-TSC,low,False,35,09_il-gabbiano,2.0332411441830915,1.9090909090909087,6.1378,21.3234,-0.9805,0.609009
